#z			           M_halo 			 sfr
0.000000e+00		1.000000e+09		7.776873e-05
1.624900e-02		1.000000e+09		9.095404e-05
3.276100e-02		1.000000e+09		1.073797e-04
4.954200e-02		1.000000e+09		1.228302e-04
6.659600e-02		1.000000e+09		1.372512e-04
8.392700e-02		1.000000e+09		1.502561e-04
1.015390e-01		1.000000e+09		1.624430e-04
1.194380e-01		1.000000e+09		1.740837e-04
1.376270e-01		1.000000e+09		1.852469e-04
1.561120e-01		1.000000e+09		1.957483e-04
1.748980e-01		1.000000e+09		2.060303e-04
1.939880e-01		1.000000e+09		2.161544e-04
2.133890e-01		1.000000e+09		2.260503e-04
2.331050e-01		1.000000e+09		2.356991e-04
2.531410e-01		1.000000e+09		2.456117e-04
2.735030e-01		1.000000e+09		2.555424e-04
2.941960e-01		1.000000e+09		2.647262e-04
3.152250e-01		1.000000e+09		2.737241e-04
3.365960e-01		1.000000e+09		2.828844e-04
3.583140e-01		1.000000e+09		2.919262e-04
3.803840e-01		1.000000e+09		3.005993e-04
4.028140e-01		1.000000e+09		3.084480e-04
4.256080e-01		1.000000e+09		3.158792e-04
4.487720e-01		1.000000e+09		3.228241e-04
4.723120e-01		1.000000e+09		3.295050e-04
4.962360e-01		1.000000e+09		3.356449e-04
5.205480e-01		1.000000e+09		3.410892e-04
5.452540e-01		1.000000e+09		3.458056e-04
5.703630e-01		1.000000e+09		3.497647e-04
5.958790e-01		1.000000e+09		3.529555e-04
6.218100e-01		1.000000e+09		3.553424e-04
6.481620e-01		1.000000e+09		3.569505e-04
6.749430e-01		1.000000e+09		3.577907e-04
7.021580e-01		1.000000e+09		3.578640e-04
7.298160e-01		1.000000e+09		3.571815e-04
7.579230e-01		1.000000e+09		3.557673e-04
7.864880e-01		1.000000e+09		3.536429e-04
8.155160e-01		1.000000e+09		3.508488e-04
8.450150e-01		1.000000e+09		3.474105e-04
8.749940e-01		1.000000e+09		3.433666e-04
9.054610e-01		1.000000e+09		3.387552e-04
9.364220e-01		1.000000e+09		3.336553e-04
9.678860e-01		1.000000e+09		3.281459e-04
9.998620e-01		1.000000e+09		3.222768e-04
1.032357e+00		1.000000e+09		3.159832e-04
1.065380e+00		1.000000e+09		3.093464e-04
1.098940e+00		1.000000e+09		3.025011e-04
1.133045e+00		1.000000e+09		2.955909e-04
1.167704e+00		1.000000e+09		2.888185e-04
1.202926e+00		1.000000e+09		2.817150e-04
1.238721e+00		1.000000e+09		2.745301e-04
1.275097e+00		1.000000e+09		2.672791e-04
1.312065e+00		1.000000e+09		2.600303e-04
1.349633e+00		1.000000e+09		2.526783e-04
1.387811e+00		1.000000e+09		2.455585e-04
1.426610e+00		1.000000e+09		2.386542e-04
1.466039e+00		1.000000e+09		2.316072e-04
1.506109e+00		1.000000e+09		2.249650e-04
1.546830e+00		1.000000e+09		2.185380e-04
1.588213e+00		1.000000e+09		2.119303e-04
1.630268e+00		1.000000e+09		2.061826e-04
1.673006e+00		1.000000e+09		2.000613e-04
1.716439e+00		1.000000e+09		1.944948e-04
1.760578e+00		1.000000e+09		1.892134e-04
1.805434e+00		1.000000e+09		1.838514e-04
