#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
12.100000 -1.992290 0.008830 0.061225 -1.999453 0.007261 0.063059 -1.991907 0.008112 0.065057 -2.096918 2.096918 0.041343 -1.872593 0.001593 0.077329 -1.984408 0.006732 0.062943 -2.067446 2.067446 0.025846 -1.965562 0.028947 0.104959 -1.971711 0.026786 0.106036 -1.958359 0.025056 0.111548 -2.127458 2.127458 0.056620 -1.878374 0.036120 0.099762 -1.952531 0.024484 0.109434 -2.089341 2.089341 0.050387
12.300000 -1.881387 0.017824 0.051630 -1.887827 0.017999 0.051940 -1.861508 0.008011 0.066346 -2.011757 0.147034 0.029728 -1.810822 0.026517 0.048339 -1.857819 0.008470 0.065172 -1.997116 0.198431 0.022884 -1.846541 0.039559 0.096143 -1.850228 0.040400 0.095560 -1.817604 0.030021 0.115717 -2.012133 0.176979 0.052952 -1.804336 0.049851 0.092979 -1.815347 0.031006 0.115062 -1.998709 0.163709 0.053346
12.500000 -1.844604 0.039037 0.043259 -1.839052 0.038486 0.042351 -1.801760 0.030871 0.043692 -1.940801 0.052806 0.053836 -1.917912 0.030433 0.054710 -1.807950 0.035839 0.042034 -1.947423 0.050454 0.055636 -1.836337 0.061717 0.089833 -1.834827 0.063197 0.088385 -1.769284 0.032153 0.092831 -1.950741 0.062912 0.081099 -1.888414 0.057985 0.090910 -1.770762 0.030770 0.092070 -1.965144 0.077976 0.069399
12.700000 -1.919240 0.069374 0.059977 -1.919413 0.069667 0.054329 -1.838498 0.045813 0.070459 -1.986534 0.081505 0.036577 -1.665000 0.060000 0.040000 -1.864265 0.066976 0.049962 -1.972499 0.075282 0.052280 -1.902903 0.075962 0.095239 -1.899642 0.074070 0.095890 -1.832137 0.088307 0.048611 -1.992568 0.074077 0.085951 -1.905000 0.110000 0.060000 -1.833851 0.086994 0.048649 -1.987433 0.072304 0.089423
12.900000 -2.075177 0.138658 0.064366 -2.075987 0.138709 0.063844 -2.073670 0.283670 -0.027339 -2.076333 0.121389 0.070241 0.000000 0.000000 0.000000 -2.071847 0.279714 -0.019504 -2.076367 0.121374 0.072745 -2.096510 0.128503 0.088519 -2.096851 0.128853 0.085433 -1.954175 0.273225 0.025825 -2.107855 0.104367 0.098948 0.000000 0.000000 0.000000 -1.958029 0.273173 0.027998 -2.121295 0.115959 0.087059
13.100000 -2.263945 0.212637 0.040138 -2.263945 0.212637 0.040138 -2.305000 2.305000 -0.070000 -2.207449 0.179846 0.039282 0.000000 0.000000 0.000000 -2.305000 2.305000 -0.070000 -2.207449 0.179846 0.039282 -2.274085 0.183591 0.088431 -2.274085 0.183591 0.088431 -2.105000 2.105000 -0.030000 -2.346364 0.239877 0.041306 0.000000 0.000000 0.000000 -2.105000 2.105000 -0.030000 -2.346364 0.239877 0.041306
13.300000 -2.490000 0.180000 0.040000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -2.490000 0.180000 0.040000 -2.470000 0.280000 0.060000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -2.470000 0.280000 0.060000
13.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
